0.00044203568154162985, 0.5001062847112058, 25.0, 1.414
0.00044205140575059605, 0.5001240746228679, 25.0, 1.414
0.00044386030137428704, 0.5021706064020208, 25.0, 1.414
0.00044758805849305357, 0.5063880821416948, 25.0, 1.414
0.00045306394581360866, 0.5125833414334995, 25.0, 1.414
0.00046003806261644514, 0.5204736538880158, 25.0, 1.414
0.00046818659774392954, 0.5296926690006255, 25.0, 1.414
0.00047712084821672357, 0.5398006195512363, 25.0, 1.414
0.000486400599558145, 0.5502994597132268, 25.0, 1.414
0.0004955523966384875, 0.5606535361541123, 25.0, 1.414
0.0005040925131509077, 0.570315575031001, 25.0, 1.414
0.0005115535821307114, 0.5787568109838327, 25.0, 1.414
0.0005175130528620966, 0.5854991824501451, 25.0, 1.414
0.0005216210552594771, 0.5901468566138546, 25.0, 1.414
0.0005236249986976295, 0.5924140598046254, 25.0, 1.414
0.0005236439299643643, 0.5924354780879608, 25.0, 1.414
0.0005236628839286286, 0.5924569220506195, 25.0, 1.414
0.0005236818605928338, 0.5924783916953296, 25.0, 1.414
0.000523700859959394, 0.5924998870248224, 25.0, 1.414
0.0005237198820307266, 0.5925214080418327, 25.0, 1.414
0.0005237389268092517, 0.5925429547490988, 25.0, 1.414
0.0005237579942973925, 0.592564527149362, 25.0, 1.414
0.000523777084497575, 0.5925861252453671, 25.0, 1.414
0.000523796197412228, 0.5926077490398624, 25.0, 1.414
0.0005238153330437839, 0.592629398535599, 25.0, 1.414
0.0005238344913946774, 0.592651073735332, 25.0, 1.414
0.0005258782039692309, 0.5949632705677528, 25.0, 1.414
0.0005301052655175473, 0.5997456447842447, 25.0, 1.414
0.0005363197014602503, 0.6067764764583802, 25.0, 1.414
0.0005442339807280942, 0.6157304613199747, 25.0, 1.414
0.0005534763174634661, 0.6261869716873203, 25.0, 1.414
0.0005636018930369155, 0.637642752729565, 25.0, 1.414
0.0005741089236804155, 0.649530100918611, 25.0, 1.414
0.0005844599908021686, 0.6612409965255049, 25.0, 1.414
0.0005941082778150417, 0.6721567872033236, 25.0, 1.414
0.0006025274772312984, 0.6816820240023587, 25.0, 1.414
0.00044194173824159226, 0.5, 25.0, 1.414
0.00044195734761659223, 0.5000176599918601, 25.0, 1.414
0.00044197297612560813, 0.5000353416313881, 25.0, 1.414
0.00044198862377062807, 0.5000530449208332, 25.0, 1.414
0.00044200429055364263, 0.5000707698624476, 25.0, 1.414
0.0004420199764766447, 0.5000885164584858, 25.0, 1.414
0.00044203568154162985, 0.5001062847112058, 25.0, 1.414
0.00044205140575059605, 0.5001240746228679, 25.0, 1.414
0.00044386030137428704, 0.5021706064020208, 25.0, 1.414
0.00044758805849305357, 0.5063880821416948, 25.0, 1.414
0.00045306394581360866, 0.5125833414334995, 25.0, 1.414
0.00046003806261644514, 0.5204736538880158, 25.0, 1.414
0.00046818659774392954, 0.5296926690006255, 25.0, 1.414
0.00047712084821672357, 0.5398006195512363, 25.0, 1.414
0.000486400599558145, 0.5502994597132268, 25.0, 1.414
0.0004955523966384875, 0.5606535361541123, 25.0, 1.414
0.0005040925131509077, 0.570315575031001, 25.0, 1.414
0.0005115535821307114, 0.5787568109838327, 25.0, 1.414
0.0005175130528620966, 0.5854991824501451, 25.0, 1.414
0.0005216210552594771, 0.5901468566138546, 25.0, 1.414
0.0005236249986976295, 0.5924140598046254, 25.0, 1.414
0.0005236439299643643, 0.5924354780879608, 25.0, 1.414
0.0005236628839286286, 0.5924569220506195, 25.0, 1.414
0.0005236818605928338, 0.5924783916953296, 25.0, 1.414
0.000523700859959394, 0.5924998870248224, 25.0, 1.414
0.0005237198820307266, 0.5925214080418327, 25.0, 1.414
0.0005237389268092517, 0.5925429547490988, 25.0, 1.414
0.0005237579942973925, 0.592564527149362, 25.0, 1.414
0.000523777084497575, 0.5925861252453671, 25.0, 1.414
0.000523796197412228, 0.5926077490398624, 25.0, 1.414
0.0005238153330437839, 0.592629398535599, 25.0, 1.414
